website,kml_name,email,address2,Address,city,prov,pcode,Name,Descriptn,id,category,company,phone,fax,social_networks,summary,catname,X,Y
http://thedancematrix.webs.com,,thedancematrix@gmail.com,,802 Agnes Street,New Westminster,BC,V3M 5T8,The Dance Matrix,"At The Dance Matrix we believe that any child that wants to dance can dance. We are a family owned and operated dance studio located in New Westminster, BC. We offer classes in tap, jazz, ballet, hip hop, breakdance, stage/theatre, acrobatics and much more for children ages 3 to 18. We offer both recreational and performance group programs. With small class sizes and qualified instructors your child will grow and blossom under our programs.",97,1,,778-397-0934,,-1,At The Dance Matrix we encourage children of all ages to participate and enjoy the performing arts. Our students are encouraged to share their talent at local community events whenever we get the chance to do so.,Creative Industries,-122.913750048479,49.2025204926884
http://www.freeflowscenic.com,,jmclaugh1@shaw.ca,,,,,,Freeflow Scenics Studio,"Visual Artist for over 60 years, with works in Oil, watercolor and acrylic.  Exhibitions in Austrailia, New Zealand and Canada.  Portraits in oil, watercolor.  Animation Caricatures in pen and ink.\nLife painting and figure portraits in oil and watercolour.\nMusician - Drummer - JAZZ - also Rock, Swing, R & B.  Has worked with such greats as Stan Kenton, Lenny Breau, and many more.  Groups as Drummer and vocals, The Rockers (1955 - 58), The New Melbourne Jazz Band - 1970, Phoenix Jazzers - (1980- 1996)\nScenic Artist - Film Industry - Iatse,  (1992 - 2013) Backdrops, Murals, Large Sets and Scenic's.",98,1,,604-218-2118,,-1,"Visual Artist - Oil, watercolour and acrylic. Illustrator - sketch, pen.  Animation for film.  Musician - Jazz Drummer - worked with Stan Kenton, Lenny Breau & many more. Bands The Rockers (1955 - 58), The New Melbourne Jazz - 1970, Phoenix Jazzers (1980 - 1996). Scenic Artist - Film Industry- Iatse, last 17 years.",Creative Industries,-122.896033584321,49.2282121698907
,Freeflow Scenics Studio,jmclaugh1@shaw.ca,,,,,,Freeflow Scenics Studio,"Visual Artist - Exhibited in Australia, New Zealand, U.S.A. and Canada.  Portraits in Watercolour, Oil and Sketch.\r\nMusician - Jazz Drummer - played and associated with Stan Kenton, Roy Reynolds, jammed with Lenny Breau and many more.  Member of the groups - ""The Rockers"" - (1955- 58), The New Melbourne Jazz Band - 1967 - 1969, The Phoenix Jazzers - (1981 - 1999).\r\nGraphic Artist, Illustration, - Art Craft Advertising, (1978 - 1987)\r\nScenic Artist - Film Industry- Iatse - Set illustration, Backdrops, Scenic Sets, Portraits for Set Props. -(1987-2013)",99,1,,604-218-2888,,-1,"Visual Artist - Oil, Watercolor, Acrylic.  Portraits, Life and Figure.\r\nMusician - Drummer - JAZZ, Rock, R & B, Swing.\r\nScenic Set Artist - Iatse - Film Industry.",Creative Industries,-122.896033584321,49.2282121698907
,"Margo Prentice, Golden Age Theatre, Artistic Director",,,,,,,"Margo Prentice, Golden Age Theatre, Artistic Director",We have been performing shows in New Westminster for over 12 years. We have large enthusiastic audiences. Our cast and crew are all Seniors who share a love of theatre. New members are welcome.,101,1,,,,-1,"Artistic director of the Golden Age Theatre, a drama group for Seniors. Performances for all age audiences.",Creative Industries,-122.921093612146,49.1989966227571
,Richard Newman,,,,,,,Richard Newman,"Richard Newman is an actor, singer, guitarist and director. His credits over the last 45 years include stage (theatrical endeavors and musical ensembles), screen (film and tv roles, tv host) and studio work (cartoon voices, commercials, documentaries). His production company, Rickdickulous Enterprises has produced several theatrical and musical projects in recent years across the lower mainland.",106,1,,604-523-9757,604-523-9758,-1,"Richard Newman is an actor, singer, guitarist and director.",Creative Industries,-122.951145030931,49.2028267928279
http://www.styluscollege.com,,info@styluscollege.com,,60 Eighth Street Second Floor,New Westminster,BC,V3M 3P1,Stylus College of Music and Sound Technology,"Stylus College of Music & Sound Technology offers modern, professional training in music production, composition, and sound design for all media, plus more. We offer audio for collaboration with local artists, media and post-production studios, and other educational institutions via our current students, graduates, and internships.",118,1,,604-523-2969,,-1,"Stylus College of Music & Sound Technology offers modern, professional training in music production, composition, and sound design for all media, plus more. Check us out at www.styluscollege.com",Creative Industries,-122.913075293197,49.2021264424316
http://rivermarket.ca/community/artisans/,,artisans@rivermarket.ca,,810 Quayside Drive,New Westminster,BC,V3M 6B9,Artisans at River Market,"River Market launched the Artisans Shop to make shopping for locally made gifts easy and delightful. It is a  retail studio for artists, designers, and crafters to work, sell, and teach their crafts. Our goal is to create a place where artisans can share and showcase their craft and build their independent craft businesses.",121,1,,604-520-3881,,-1,River Market launched the Artisans Shop to make shopping for locally made gifts easy and delightful.,Creative Industries,-122.911626317956,49.2001216391227
http://www.dancewithmenewwest.com,,info@dancewithmenewwest.com,,230 50 Lorne Street,New Westminster,BC,V3M 6G3,Dance With Me Studio,"We offer health and fitness programs for all ages, Zumba Fitness for kids, Gold Zumba for those just returning to fitness, or have been out of fitness for awhile. Students who wish to compete in Ballroom Dancing or those who wish to Social Dance. We also offer dance programs specifically designed for wedding couples and their wedding parties. Our goal is focused on individual success in any program.",128,1,,604-521-2772,,-1,"Promoting and providing health and wellness classes through education and classes in all forms of dance and fitness. Ballroom Dancing, Zumba, Group Fitness, Egyptian Bellydance, Line Dancing, Hoola Hoop, Walking and Running Programs for Beginners, Yoga",Creative Industries,-122.911425827203,49.2030944329622
,Ecstatic Dance New West,homecomingdancer@gmail.com,,,,,,Ecstatic Dance New West,"Ecstatic Dance New West is part of the growing international conscious dance movement that returns dance to its roots and human beings to their bodies ... and to the dance floor! No dance experience is necessary. At its most basic, it's free-form movement inspired by the music. We allow our bodies to move freely without judgment or concern for what it looks like. That exhortation to dance like nobody's watching ... this is the place to do it! Sometimes it's called moving meditation. Like meditation and yoga, this type of dance strengthens the mind-body-spirit connection. It's a perfect space in which to try new things and push the envelope, as there's no structure or formal facilitation. If dancers wish to interact, then the process can be very social, the music inspiring an almost tribal feel to the connection that develops. But every dancer is there to do his or her own practice, and that individual intention is respected at all times by the other dancers. Events coming to New West in 2014. For more information or to be added to our mailing list, please email homecomingdancer@gmail.com",145,1,,,,-1,"Ecstatic Dance New West is a weekly gathering of likeminded, happily mobile folks for freestyle, unfacilitated conscious dance. No alcohol, no shoes, no chit-chat on the dance floor. Just amazing beats, you, and your new friends. Coming to New West BC in 2014!",Creative Industries,-122.908734410723,49.2130636191832
,Crake House,,,230 Third Avenue,New Westminster,BC,V3L 1L9,Crake House,"Located mid-block on the south side of Third Avenue in New Westminster, the Crake House is a large-scale wood-framed house with verandah. Constructed ca. 1907, the Crake House, the second house to occupy this lot, is valued as large-scale expression of the Edwardian Vernacular style, a style very popular and used widely in the Queen’s Park neighbourhood during this period of its history. The house has architectural value as an excellent example of an Edwardian Vernacular-style house, particularly for its hipped roof form, which is reflected in the roof over the verandah, the wood shingle siding, and the covered verandah that runs the full width of the house. Equally important is the extent of original design elements and material that have been maintained through the years. The house is also valued for its association with Josephine Slater, a well-known local dancer, dance teacher and actress, who was active in the Royal City Players, and for the Lynden Dance School, which Miss Slater operated out of the house for a number of years.",157,1,,,,-1,"Constructed ca. 1907, the Crake House, the second house to occupy this lot, is valued as large-scale expression of the Edwardian Vernacular style, a style very popular and used widely in the Queen's Park neighbourhood during this period of its history.",Creative Industries,-122.909810031782,49.2109888017768
,A Sense of History Research Services Inc,information@senseofhistory.com,,1405 69 Jamieson Court,New Westminster,BC,V3L 5R3,A Sense of History Research Services Inc,"Dale and Archie Miller began A Sense of History Research Services Inc. in 1998. Its formation combined the talents of two people with recognized skills in research and presentations, many in the field of history and heritage. A Sense of History is widely recognized for detailed, accurate and comprehensive historical research in a variety of areas ranging from family studies and burial records, to fire insurance plans and business development. It has written, designed and published several history books including those on Fraser River Pile Driving, the Westminster Club, and New Westminster's Great Fire of 1898, and several others have been commissioned. Another area of speciality is walking and cemetery tours. The stories you'll hear on these tours include fascinating detail and background information all delivered by excellent storytellers. Presentations, with or without accompanying visuals, are always so intriguing and entertaining you'll hardly notice that you're learning history in the process.  Archie and Dale's backgrounds include many years of detailed study and wide ranging experience. Archie was the City Curator for more than 25 years and grew up in New Westminster. Archie and Dale both excel and enjoy what they do as they bring life to history, and history to life.",186,1,,604-526-6113,,-1,"Dale and Archie Miller, principals of A Sense of History Research Services Inc., provide historical research, writing, editing, publishing, presentations, walking tours, cemetery studies and tours, genealogy, and photography. They specialize in the Lower Mainland of BC, but have resources across Canada.",Creative Industries,-122.89618389553,49.2147952023875
http://www.vandopgallery.com,,,,421 Richmond Street,New Westminster,BC,V3L 4C4,Van Dop Gallery,"The Van Dop Gallery ""Art & Living Canada's"" premiere home gallery, exemplifying the union of art and living. Founded by Trudy Van Dop in 1996, the gallery is a one-of-a-kind experience showcasing over 80 artists in a unique contemporary home and garden setting. Visitors feel at home as they explore Van Dop's lush gardens and myriad of artworks in every room. The goal of this unique gallery concept is to transform art into an intimate experience, allowing guests to discover how art can become an integral part of everyday life. The Gallery specializes in artworks from Canadian contemporary fine artists in all media: glass, wood, metal, ceramic, fibre, oils, acrylics and other media. Private viewings are available to view the collection - please call ahead.",255,1,,604-521-7887,,-1,"Please call for a private viewing. The Van Dop Gallery, showcases over 80 Canadian Contemporary artists. Offering Art Consulting services for Home and Office.",Creative Industries,-122.898803019209,49.231077370318
http://www.shakespeareplayground.com,,,,,,,,The Shakespeare Playground,Please visit www.shakespeareplayground.com for more information.,258,1,,604-395-2585,,-1,"The Shakespeare Playground has developed diverse Shakespeare-based literary/performance programs, productions, and 'playshops' for students from kindergarten through college for over two decades on both coasts of North America. It was dubbed the ""hottest"" summer theatre workshop for kids by The New York Post in 2000.",Creative Industries,-122.956543033359,49.2008758920056
,Paper2Play,,,204 423 Agnes Street,New Westminster,BC,V3L 1G2,Paper2Play,,262,1,,604-522-5356,,-1,We specialize in unique craft supplies for creative projects,Creative Industries,-122.908659271127,49.2058718253465
http://www.new-westminster10.minutemanpress.ca,,,,218 Sixth Street,New Westminster,BC,V3L 1G2,Minuteman Press,,263,1,,604-522-5356,,-1,,Creative Industries,-122.914160474864,49.2077920422832
,Paper Poet,,,665 Columbia Street,New Westminster,BC,V3M 1A8,Paper Poet,,264,1,,,,-1,"Specialty papers, envelopes and printing.",Creative Industries,-122.909682376661,49.2026320736897
http://film2frame.com,,info@film2frame.com,,655 Front Street,New Westminster,BC,V3M 1A2,Film2Frame Studio Gallery,,265,1,,604-355-7173,,-1,"We are an exciting photography facility offering studio, darkroom and gallery rentals located in the beautiful and historic City of New Westminster. No matter what level of photography you may be at, we guarantee you will enjoy our facility.",Creative Industries,-122.908671358312,49.2023366825918
http://fringefashions@shaw.ca,,,,632 Twelfth Street,New Westminster,BC,V3M 4J4,Fringe Fashions,,266,1,,778- 397-0888,,-1,"Latest styles of women's fashion and accessories plus sizes, belly dancing attire, beaded curtains,and fine textiles.",Creative Industries,-122.932080852648,49.2084291425654
http://www.gaborphotography.com,,,,,,,,Gabor Gasztonyi Studio & Gallery,"Gabor Gasztonyi is a local award winning photographer and author.  His photographic  book, A Room in the City, was a finalist for the George Ryga award for social justice in literature.  Gabor Gasztonyi studio while being a photographic studio is also an established art gallery in New Westminster displaying the work of artists and photographers as curated by Gabor Gasztonyi.  The work of studio manager and resident artist Judith Copland is also featured in the gallery.  Gabor Gasztonyi Studio is also a fully equipped picture framing studio.  We also do complete photo restoration and art photography.",280,1,,,,-1,Gabor Gasztonyi Studio & Gallery is a full service photographic studio and art gallery located on 12th Street in New Westminster.  We are in an art deco building circa 1920.  We feature the photographic art of master award winning photographer Gabor Gasztonyi MPA(Master of Photographic Arts) and paintings by Judith Copland.,Creative Industries,-122.934190537665,49.2100824656954
http://eventmags.com/,,event@douglascollege.ca,,700 Royal Avenue,New Westminster,BC,V3L 5B2,EVENT Magazine,"EVENT Magazine has been supported by Douglas College for most of its career, since 1970.  In addition to showcasing excellent poetry, fiction and reviews, EVENT is home to one of Canada's premiere annual creative non-fiction contests. It also offers a Reader's Service for writers.  EVENT is publishes three issues per year.",314,1,,604-527-5293,,-1,"EVENT Magazine is one of Canada's best-known and most enduring literary magazines.  Since 1970, EVENT has published the best of emerging and established writers.",Creative Industries,-122.912956008966,49.2031494052335
http://silverbowpublishing.shawwebspace.ca/,,,,Box 5 720 Sixth Street,New Westminster,BC,V3L 3C5,Silver Bow Publishing,"We are a Canadian Publishing Company established in 1987. We are currently accepting poetry and manuscripts. Please check submission guidelines on our website http://silverbowpublishing.shawwebspace.ca/ Mission: We strive to publish the best new writers and poets in both anthology and book form. Company Overview: Canadian Publishing Company ( poetry, novels, novellas, anthologies, short stories). We accept poetry and manuscripts from the international community. Query first before submitting. General information: Please visit our website for submission guidelines. Note guidelines for Anthology are different than guidelines for Books.",318,1,,,,-1,We are a Canadian Publishing Company established in 1987. We are currently accepting poetry and manuscripts. Please check submission guidelines on our website http://silverbowpublishing.shawwebspace.ca/,Creative Industries,-122.92310644032,49.214772429534
http://www.vagabondplayers.ca/index.htm,,,Queens Park,Bernie Legge Theatre,New Westminster,BC,V3L 1L7,Vagabond Players,"The Vagabond Players Theatre Society is an integral part of New Westminster's history.  The society was formed in 1937 with a series of one-act plays staged at St. Aidan's Church.  The Vagabonds move to Queens Park occurred in 1950 when the City of New Westminster furnished the society with the fisheries building that became its current home.  In January 1951, the first production, Strange Bedfellows, was staged. Since then, Vagabond Players have continued to produce four or five-play seasons with a wonderful variety of shows.  Many well-known performers have trod the boards, including Dolores Kirkwood, Bruno Gerussi, Mildred Franklin, Ed Harrington and Raymond Burr.  Many improvements have been made over the years.  The stage was added in 1955.  The club built on a lobby, green room and dressing rooms, bought the theatre seats, and created and equipped the booth.  Everything that turned the fisheries facility into a theatre was built through the Vagabond Players, often with the help of loans from the City.  In 1997 the playhouse was renamed THE BERNIE LEGGE THEATRE in honour of Bernie Legge, one of Vagabond's most venerated actors.  Since then, many more improvements have taken place, including new washrooms, better seats, and a fully developed basement with costume room, storage and scene-shop.  A huge number of volunteer hours have gone into all this work, and it is the support of these volunteers that enables this wonderful theatre organization to continue providing great, affordable live theatre to the citizens of New Westminster.",56,1,,,,-1,"Vagabond Players is the oldest community theatre in B.C. and provides a 5-play season each year from September to June.  The company provides a wonderful showcase for actors, directors, playwrights, lighting technicians, sound and set designers, set builders and decorators.  We welcome new members and are happy to train newcomers.",Creative Industries,-122.903063615305,49.2140966674839
http://www.fatpaint.ca,,,,623 Front Street,New Westminster,BC,V3M 1A1,The Fat Paint Company,,299,1,,778-773-3804,,-1,The Fat Paint Company sells artisan quality chalk paint.,Creative Industries,-122.908097509553,49.2024126613968
http://www.shadowsanddreams.org,,info@shadowsanddreams.org,,,,,,Shadows & Dreams Theatre Company,"Shadows and Dreams Theatre Company is based in New Westminster, British Columbia. Our primary interest is to produce engaging, entertaining and fun theatre. The company was formed from the simple desire to re-connect with our theatre roots and allow us to work and play on the stage together. We hope that through fulfilling ourselves as artists, we can extend this enjoyment to our audience and allow them to re-discover old classics or be exposed to new works. 2013 was Shadows & Dreams seventh year of producing shows. And while the cast may vary from year to year the commitment, fun and family atmosphere stays decidedly the same.  Shadows & Dreams has gone on to produce a variety of contemporary works, some of the Bard's dramatic fare, as well as our yearly comedic romp in Queen's Park.",78,1,,,,-1,"Shadows and Dreams Theatre Company is based in New Westminster, British Columbia. Our primary interest is to produce engaging, entertaining and fun theatre.",Creative Industries,-122.910084832689,49.2172503391128
http://www.citystagenewwest.org,,info@citystagenewwest.org,514 Carnarvon Street,Holy Trinity Cathedral,New Westminster,BC,V3L 1C4,City Stage New West,Please see www.citystagenewwest.org,256,1,,,,-1,"City Stage New West's mission is to produce professional theatre in New Westminster that entertains, educates, and enlightens while strengthening respect for Canadian diversity.",Creative Industries,-122.907057452726,49.2049172682836
http://www.artscouncilnewwest.org,,info@artscouncilnewwest.org,PO Box 16003,Queens Park,New Westminster,BC,V3M 6W6,Arts Council of New Westminster,"The Arts Council of New Westminster supports the arts in New Westminster by promoting cultural education, encouraging artistic exploration, and infusing creative spirit. We endorse the core values of the City and BC Arts Council and use these to guide our own planning. At yearly reviews we ensure that we continue to meet the needs of the community and exceed the expectations of our patrons. Our Mission Statement captures our role as a vibrant presence in the community. To foster, support and promote the arts and culture in New Westminster.  To act as an information and resource center for artistic and cultural projects. To facilitate arts and cultural events in New Westminster. To provide advocacy and representation of the arts. Providing meaningful and a wide variety of experiences for all ages in a welcoming environment for visitors and volunteers alike. Reflecting Diversity in our gallery exhibitions and programming, being inclusive of all diverse groups in our community. Involving and reaching out to other like-minded community groups in formal, informal, new and established projects working with the City to ensure an arts presence in all celebratory events.",302,1,,604-525-3244,,-1,"The Arts Council has been providing Arts Programming and facilitating the growth of Arts organizations in the city for the benefits of the citizens of New Westminster since 1967. Dedicated to the Performing, Visual and Literary Arts in New Westminster.",Creative Industries,-122.907980469475,49.2175451959387
