website,kml_name,email,address2,Address,city,prov,pcode,Name,Descriptn,id,category,company,phone,fax,social_networks,summary,catname,X,Y
,Arthur & Charlotte Green Residence,,,335 Pine Street,New Westminster,BC,V3L 1M4,Arthur & Charlotte Green Residence,"Bunachie is a two storey, Edwardian-era wood-frame house, located on a prominent corner lot across from Queen's Park on First Street at Third Avenue. The house, which features a hipped roof, a projecting corner bay and a wraparound verandah, is a landmark house in the Queen's Park neighbourhood in New Westminster. Constructed during a period of substantial growth in New Westminster, Bunachie is valued as an illustration of the Edwardian-era development of the historic Queen's Park neighbourhood, the most affluent and desirable residential area of New Westminster. The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping. This house is further valued for its association with longtime owners, the McKay family. It was built for Barbara S. McKay in 1905 by her father.  Bunachie is also a superior example of Edwardian-era architecture, reflective of a booming period of prosperity and growth in New Westminster. The design is attributed to well-known local architect, Edwin George William Sait (1867-1949), who immigrated to western Canada in the 1890s. He had a successful career in architecture, including the New Westminster Carnegie Library (1902-04) and several large structures at the Provincial Exhibition grounds in Queen’s Park. The use of a crossed-mullion pattern, as seen in this house, was typical of Sait’s work. Other elements of the design reflect the transitional nature of residential architecture in the mid-Edwardian era, when the newly-fashionable Classical Revival style was supplanting the picturesque eclecticism of the Victorian era.",153,3,,,,-1,"Built in 1910-11, the Arthur & Charlotte Green Residence is significant as a fine representation of the booming economy in New Westminster during the Edwardian era, and for its prominent location in the affluent Queen's Park neighbourhood.",Heritage,-122.912955202577,49.2120099309604
,British Columbia Electric Railway Company,,,774 Columbia Street,New Westminster,BC,V3M 5V2,British Columbia Electric Railway Company,"It was built at the time that the B.C. Electric Railway Company was extending its interurban system east to Chilliwack, to serve the fledgling agricultural communities and forest industries of the Fraser Valley. The 'Market', 'Milk', 'Mail' and 'Owl' trains provided rail links between the metropolitan areas and the upper valley, facilitating rapid development in the sparsely settled lands to the east. The Fraser Valley line opened on November 6, 1910, and established patterns of settlement that, despite the line's closure in 1950, are still evident today. This landmark building was designed in 1909 and constructed in 1910-11, and included offices and the dispatch centre for the interurban system. The design allowed interurban cars to pass though the building diagonally to connect the Front Street and Columbia Street rail tracks though a large opening on Eighth Street. Its location opposite the Canadian Pacific Railway (CPR) station integrated local, regional and national transportation systems. Additionally, the BCER Company building is significant for its contribution to the consistent and distinctive built form of Columbia and Front Streets, which dates from 1898 to 1913, when New Westminster was the major centre of commerce and industry for the booming Fraser Valley area. Further heritage value lies in the building's architecture, designed by the prominent Vancouver-based architectural firm Maclure and Fox, the partnership of Samuel Maclure (1860-1929) and Cecil Croker Fox (1879-1916) who were best known for their numerous prestigious residential projects.",154,3,,,,-1,"The heritage value of the BCER Company building is associated with the development of regional commuter and freight transportation, and the increasing importance of New Westminster as a transportation and distribution hub in the Lower Mainland.",Heritage,-122.9107943415,49.2011891918872
,Bunachie,,,238 First Street,New Westminster,BC,V3L 2G5,Bunachie,"Bunachie is a two storey, Edwardian-era wood-frame house, located on a prominent corner lot across from Queen's Park on First Street at Third Avenue. The house, which features a hipped roof, a projecting corner bay and a wraparound verandah, is a landmark house in the Queen's Park neighbourhood in New Westminster. Constructed during a period of substantial growth in New Westminster, Bunachie is valued as an illustration of the Edwardian-era development of the historic Queen’s Park neighbourhood, the most affluent and desirable residential area of New Westminster. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping. This house is further valued for its association with longtime owners, the McKay family. It was built for Barbara S. McKay in 1905 by her father. Bunachie is also a superior example of Edwardian-era architecture, reflective of a booming period of prosperity and growth in New Westminster. The design is attributed to well-known local architect, Edwin George William Sait (1867-1949), who immigrated to western Canada in the 1890s. He had a successful career in architecture, including the New Westminster Carnegie Library (1902-04) and several large structures at the Provincial Exhibition grounds in Queen’s Park. The use of a crossed-mullion pattern, as seen in this house, was typical of Sait’s work. Other elements of the design reflect the transitional nature of residential architecture in the mid-Edwardian era, when the newly-fashionable Classical Revival style was supplanting the picturesque eclecticism of the Victorian era.",155,3,,,,-1,"Constructed during a period of substantial growth in New Westminster, Bunachie is valued as an illustration of the Edwardian-era development of the historic Queen's Park neighbourhood, the most affluent and desirable residential area of New Westminster.",Heritage,-122.906542717228,49.2128077499128
,Columbia Theatre,,,530 Columbia Street,New Westminster,BC,V3L 1B2,Columbia Theatre,"The eclectic ornamentation of the exterior reflects the exoticism of the popular Period Revival styles, promoted by Hollywood as appropriate for neighbourhood movie palaces. These romantic themes were carried into the interior. Murals of romantic Mediterranean scenery, lanterns, plaster screens, wrought iron trellis work covered with climbing roses and twinkling stars in a midnight sky gave the patrons the illusion of being seated in an exotic walled garden. In the 1920s movies were becoming the premier form of popular entertainment; the Columbia Theatre is valued as a local representation of the growth of this Hollywood phenomenon. In 1912, Adolph Zukor established the Famous Players Film Company, which merged four years later with the Jesse L. Lasky Company to form the Famous Players-Lasky Corporation; their film distribution company was named Paramount Pictures. The Columbia was operated as part of this chain for the duration of its life as a movie theatre.  Additionally, the Columbia Theatre is valued for its architecture. Its architects, Fred Laughton Townley (1887-1966) and Robert Michael Matheson (1887-1935) were best known for their design of Vancouver City Hall. In the inter-war period this firm flourished as one of the leaders in the use of traditional period revival styles as well as in their exploration of modernism, particularly in their sophisticated institutional work. After the construction of the Columbia Theatre, Townley and Matheson became the local architects for Famous Players. The interior decoration was undertaken by Girvan Studios of Vancouver, led by John Girvan (1876-1957).",156,3,,,,-1,The Columbia Theatre is valued as one of the only surviving atmospheric theatres in British Columbia and one of only a few remaining in Canada.,Heritage,-122.90673748215,49.2032141580617
,Davidson Residence,,,218 Queens Avenue,New Westminster,BC,V3L 1J9,Davidson Residence,"The Davidson Residence is a large two-storey, wood-frame Arts and Crafts residence with asymmetrical massing and a hipped roof with two front projecting gables. The house is situated on the south side of Queen’s Avenue, in the historic Queen’s Park neighbourhood in New Westminster. It features a textural contrast of exterior materials, half-timbering in the gable peaks, exposed rafters, a corner side entry, and leaded casement windows. Built in 1909-10, the Davidson Residence is significant for its connection with the Edwardian-era development of the historic Queen’s Park neighbourhood, the most affluent and desirable residential area of New Westminster. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping.  Additionally, the Davidson Residence is significant as an outstanding example of both American and British Arts and Crafts design by the prominent local architectural firm of Gardiner & Gardiner, the partnership of English-born brothers Francis George Gardiner (1878-1966) and William F. Gardiner (1884-1951). Gardiner & Gardiner designed many of the buildings along Columbia Street during the pre-First World War boom in New Westminster. They also had a thriving practice in residential buildings, of which this house is a prime example. It was designed for Herbert Robert Davidson, manager of the Canadian Bank of Commerce in New Westminster. Befitting his status in the community, his house displayed features typical of the British Arts and Craft style, representing traditional associations with the Mother Country and the patriotic loyalty considered desirable at the time.",158,3,,,,-1,"Built in 1909-10, the Davidson Residence is significant for its connection with the Edwardian-era development of the historic Queen's Park neighbourhood, the most affluent and desirable residential area of New Westminster.",Heritage,-122.907272035556,49.209428358385
http://www.newwestcity.ca/database/rte/files/913%20Tenth%20St.pdf,,,,913 Tenth Street,New Westminster,BC,V3M 4A5,Douglas House,"The Douglas House, at 913 Tenth Street, is a picturesque one-and-one-half storey late Craftsman Bungalow, with distinctive wide wooden shingle siding. Set back from the street on a well landscaped lot in the Kelvin neighbourhood in New Westminster, this house is associated with 915 Tenth Street, constructed the same year by the same builder. Built in 1931 by developer Robert Edgar Douglas, the Douglas House is valued as a representation of the more modest housing built during the time of the Great Depression in New Westminster. Due to the devastating economic impact, many grand earlier homes of more prosperous times were torn down and the land subdivided to build smaller, more modest homes. The developer of this rental property was Robert Edgar Douglas, who also built the adjacent house at 915 Tenth Street to the same plan. Finnish carpenter Theodore Skytte (1897-1960) was hired to construct both small yet thoughtfully detailed ‘Five-room semi-Bungalows’. The period between the two World Wars was a time of entrenched traditionalism in residential architecture in North America. Houses were expected to display historical motifs as a reflection of the owners’ good taste, harkening back to a romantic representation of traditional domestic values and an idyllic suburban lifestyle. Typical of its era, the Douglas House displays late Craftsman elements, such as its partial-width porch with front-gabled roof with closed cornice return and tapered porch columns.",160,3,,,,-1,"Built in 1931 by developer Robert Edgar Douglas, the Douglas House is valued as a representation of the more modest housing built during the time of the Great Depression in New Westminster.",Heritage,-122.932762088645,49.2146587767541
http://www.newwestcity.ca/database/rte/files/915%20Tenth%20St.pdf,,,,915 Tenth Street,New Westminster,BC,V3M 4A5,Douglas House #2,"Set on a lot at the corner of Tenth Street and London Street in the Kelvin neighbourhood of New Westminster, the Douglas House #2 at 915 Tenth Street is a one-and-one-half storey, wood-frame late Craftsman Bungalow with lapped wooden siding and a projecting front-gabled porch with tapered columns. The house is set on a well landscaped lot and is associated with 913 Tenth Street, constructed the same year by the same builder. Built in 1931 by developer Robert Edgar Douglas, the Douglas House is valued as a representation of the more modest housing built during the time of the Great Depression in New Westminster. Due to the devastating economic impact, many grand earlier homes of more prosperous times were torn down and the land subdivided to build smaller, more modest homes. The developer of this rental property was Robert Edgar Douglas, who also built the adjacent house at 915 Tenth Street to the same plan. Finnish carpenter Theodore Skytte (1897-1960) was hired to construct both small yet thoughtfully detailed ‘Five-room semi-Bungalows’. The period between the two World Wars was a time of entrenched traditionalism in residential architecture in North America. Houses were expected to display historical motifs as a reflection of the owners’ good taste, harkening back to a romantic representation of traditional domestic values and an idyllic suburban lifestyle. Typical of its era, the Douglas House displays late Craftsman elements, such as its partial-width porch with front-gabled roof with closed cornice return and tapered porch columns.",161,3,,,,-1,"Built in 1931 by developer Robert Edgar Douglas, the Douglas House is valued as a representation of the more modest housing built during the time of the Great Depression in New Westminster.",Heritage,-122.932848675773,49.2147262917321
http://www.newwestcity.ca/database/rte/files/642%20Columbia%20St.pdf,,,,642 Columbia Street,New Westminster,BC,V3M 1A9,Dupont Block,"The Dupont Block is a two-storey plus lower level brick commercial Victorian Italianate building, distinguished by a chamfered corner entrance, arched window hoods and a corbelled cornice. It is located on a steeply sloped site on the south side of Columbia Street, the main commercial street in New Westminster's historic downtown core, at the corner of McKenzie Street. The rear of the building faces Front Street, where the sloping site exposes the lower level, and provides the opportunity for a secondary storefront. The Dupont Block is significant for its contribution to the consistent and distinctive built form of Columbia and Front Streets, which dates from 1898 to 1913, when New Westminster was the major centre of commerce and industry for the booming Fraser Valley area. A three-storey brick and stone block was completed on this site in 1891, designed by architect G.W. Grant for Victoria investors D.R. Harris and Major Charles T. Dupont. After its destruction in the Great Fire of 1898, Dupont financed a replacement two-storey block, also designed by Grant, that incorporated the still-standing walls of the earlier structure. Completed in 1899, this was one of the largest ground floor areas covered by a single building in the province. The Dupont Block was designed in the Victorian Italianate style, with a chamfered corner entry and arched window hoods. The exterior of the building was finished in a mortar stucco to disguise the fire-ravaged walls of the earlier building. In 1910, the western portion of the building was redeveloped as the Edison Theatre. The Dupont Block is additionally valued for its association with its architect George William Grant (1852-1925), a prolific architect, who designed many of the buildings in downtown New Westminster, before and after the Great Fire. He redesigned and restored buildings that survived, and designed replacement blocks for those that were destroyed, much reduced in scale and opulence from the pre-fire buildings.",163,3,,,,-1,"The Dupont Block is significant for its contribution to the consistent and distinctive built form of Columbia and Front Streets, which dates from 1898 to 1913, when New Westminster was the major centre of commerce and industry for the booming Fraser Valley area.",Heritage,-122.908671358312,49.2023366825918
http://www.newwestcity.ca/database/rte/files/315%20Fourth%20Ave.pdf,,,,315 Fourth Avenue,New Westminster,BC,V3L 1M4,E-Dee-Nie,"E-Dee-Nie is a large two-and-one-half storey, Arts and Crafts-style house located at the corner of Fourth Avenue and Pine Street in the historic Queen’s Park neighbourhood in New Westminster. The house is distinguished by its side-gabled roof, with prominent projecting front gables, half-timbering in the gable peaks, round projecting bays on the north side, a full-width open verandah supported by heavy timber posts on tapered river rock columns, and leaded glass windows. E-Dee-Nie is significant for its connection with the Edwardian-era development of the historic Queen’s Park neighbourhood, the most affluent and desirable residential area of New Westminster. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping.  Additionally, E-Dee-Nie is significant as an outstanding example of an Edwardian-era Arts and Crafts residence, designed by architect Edmund John Boughen (1874-1967) as his family’s residence. He moved to New Westminster in 1911, and that year built this grand house at a cost of $5,000. During World War One, Boughen relocated to Vancouver, and continued in practice until the early 1950s. The Arts and Crafts aesthetic is reflected in the complex, asymmetrical massing, half-timbered gables, variety of textured claddings, and the use of locally-available building materials, such as wood and river rock. Fine craftsmanship and materials are evident in the ornate exterior decorative features, and in the stained glass windows manufactured by a local firm, Royal City Glass.",164,3,,,,-1,"E-Dee-Nie is significant for its connection with the Edwardian-era development of the historic Queen's Park neighbourhood, the most affluent and desirable residential area of New Westminster.",Heritage,-122.913594834053,49.212199312202
http://www.newwestcity.ca/database/rte/files/107%20Park%20Row.pdf,,,,107 Park Row,New Westminster,BC,V3L 1J6,Ellen Rogers Residence,"Located on Park Row in the historic Queen’s Park neighbourhood in New Westminster, the Ellen Rogers Residence is a one-and-one-half storey, wood-frame house with a wraparound verandah, a second-storey porch, and a gabled dormer over the front entry. Constructed in 1909, the Ellen Rogers Residence is significant for its association with the Edwardian-era development of Queen's Park. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping. Typical of middle-class, Edwardian-era housing in Queen’s Park, this house is additionally valued for its association with original owner Ellen Rogers. In addition, it is a fine example of an Edwardian-era residential house, and is particularly noted for its steeply-pitched side-gabled roof with front gable dormer, its second-floor porch over the front entry and its wrap-around verandah.",165,3,,,,-1,"Constructed in 1909, the Ellen Rogers Residence is significant for its association with the Edwardian-era development of Queen's Park.  The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping.",Heritage,-122.904571456025,49.2108384192313
http://www.newwestcity.ca/database/rte/files/119%20Royal%20Ave.pdf,,,,119 Royal Avenue,New Westminster,BC,V3L 1H1,English Corners,"English Corners is a two and one-half storey Victorian-era British Arts and Crafts style, wood-frame residence, notable for its prominent cross-gabled roof, complex and picturesque massing, and projecting verandahs and balconies with scroll-cut screens. It is located on a prominent corner lot on Royal Avenue, with its front entrance facing Park Row. Built in 1891-92, English Corners is valued as an excellent and early local example of the British Arts and Crafts movement of the Late Victorian era. Prevalent throughout Britain in the mid to late-nineteenth century, the influence of the Arts and Crafts movement was just beginning to reach British Columbia at this time, and strongly affected the architects of this house, English-born Richard Prior Sharp (born 1859) and New Westminster native, Samuel Maclure (1860-1929). Maclure is remembered as the leading residential architect in British Columbia in the early twentieth century, and as a staunch proponent of Arts and Crafts design. The overall complex massing, cross-gabled roofline, half-timbered gables and varied claddings reflect traditional British antecedents, and the Arts and Crafts aesthetic is reflected in the construction, using locally-available building materials, and in the fine craftsmanship and materials, including ornate scroll-work and brackets on the exterior, and a functional and beautiful interior with intricate woodwork. The decorative stained glass panel in the hallway is an early example of the work of Henry Bloomfield and Sons, the first art glass firm in Western Canada, established in New Westminster in 1890.",166,3,,,,-1,"Built in 1891-92, English Corners is valued as an excellent and early local example of the British Arts and Crafts movement of the Late Victorian era.",Heritage,-122.904017219209,49.2096730700804
http://www.newwestcity.ca/database/rte/files/417%20Fourth%20St.pdf,,,,417 Fourth Street,New Westminster,BC,V3L 1R6,Frank & Leah Purvis Residence,"The Frank & Leah Purvis Residence is a one-and-one-half-storey wood-frame, side-gabled Period Revival bungalow. It is situated on the east side of Fourth Street in the historic Queen’s Park neighbourhood in New Westminster. Noteworthy features include a front-entry porch with a hipped roof supported by two columns and two front-gabled dormers. Built in 1939, the Frank & Leah Purvis Residence is significant for its association with the ongoing development of Queen’s Park during the interwar period. The historic character of Queen’s Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping. Furthermore, the Frank & Leah Purvis Residence is valued as an example of Period Revival architecture and illustrates a conscious shift to a simpler style, facilitated by the social and economic consciousness of the interwar period. At the time, houses were expected to display some sort of historical reference in order to demonstrate the owner’s good taste. This was especially important in the more prestigious neighbourhoods such as Queen’s Park and demonstrates an underlying conservatism in this tightly-knit neighbourhood. An efficient and rational floor plan, including rooms closely arranged around a central hallway, reflected the reality that most families could no longer afford domestic help. The first owners were long-time New Westminster residents, Francis William Purvis (1887-1981) and his wife Leah (née Marshall, 1896-1980).",167,3,,,,-1,"Built in 1939, the Frank & Leah Purvis Residence is significant for its association with the ongoing development of Queen's Park during the interwar period. The historic character of Queen's Park is based on its consistent streetscapes of fine restored homes, augmented by mature landscaping.",Heritage,-122.914665945689,49.2123665212488
