LICENCE,TRADE_NAME,LICENCEE_NAME,CIVIC_ADDRESS,LICENCE_DESCRIPTION,YEAR_OPENED,APPROVED_DATE,SIC,SIC_GROUP,TYPE,NWID
110749,CARLSON WAGONLIT TRAVEL,CARLSON WAGONLIT TRAVEL,635 SIXTH STNEW WESTMINSTER BC  V3L 3C1,TRAVEL AGENCY,1981,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",RESIDENT,10878000
110753,GARRY I. GRACEY - NOTARY PUBLIC,"GRACEY, GARRY I.",342-555 SIXTH STNEW WESTMINSTER BC  V3L 5H1,NOTARY PUBLIC,1981,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,08556001
110758,SOMERS & COMPANY,SOMERS & COMPANY,107-765 SIXTH STNEW WESTMINSTER BC  V3L 3C6,PROFESSIONAL PRACTICE,1981,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,10903000
110984,KUCHERAN WOODPRODUCTS,"KUCHERAN, MAX",342 MERCER STNEW WESTMINSTER BC  V3M 5H1,LUMBER,1981,20161115,321,Manufacturing / Wood product mfg.,RESIDENT,13894000
110741,"RAJABALI MEDICAL SERVICES INC, DR.S","RAJABALI MEDICAL SERVICES INC, DR.S",214-624 SIXTH STNEW WESTMINSTER BC  V3L 3C4,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,10951000
110707,H & R BLOCK CANADA INC.,H & R BLOCK CANADA INC.,622 SIXTH STNEW WESTMINSTER BC  V3L 3C3,INCOME TAX PREPARATION,1981,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,10951000
110979,RAM HYDRAULICS & AIR LTD.,RAM HYDRAULICS & AIR LTD.,A-1026 AUCKLAND STNEW WESTMINSTER BC  V3M 1K8,AIR & HYDRAULIC EQUIPMENT,1981,20161115,444,Retail trade / Building material & garden equipment dealers,RESIDENT,01103000
110776,CUSTOM CYCLE,"SHERBAN, P.W.",A-616 TWELFTH STNEW WESTMINSTER BC  V3M 4J2,REPAIRS,1981,20161115,451,"Retail trade / Sporting goods, hobby, book & music stores",RESIDENT,09091000
111004,B.C. AUTOMATIC TRANS (VANC) LTD,B.C. AUTOMATIC TRANS (VANC) LTD,1017 ROYAL AVENEW WESTMINSTER BC  V3M 1K3,TRANSMISSIONS,1981,20161115,811,Other services (exc. Public administration) / Repair & maintenance,RESIDENT,01075000
110830,SHELL CANADA LTD,SHELL CANADA LTD,5 EIGHTH AVENEW WESTMINSTER BC  V3L 1X5,8 PUMPS,1981,20161115,447,Retail trade / Gasoline stations,RESIDENT,11125000
110756,B C A A INSURANCE AGENCY LTD.,B C A A INSURANCE AGENCY LTD.,501 SIXTH STNEW WESTMINSTER BC  V3L 3B9,INSURANCE AGENT / ADJUSTER,1981,20161115,524,Finance & insurance / Insurance carriers & related activities,RESIDENT,08556001
110869,BOORMAN ARCHERY LTD.,BOORMAN ARCHERY LTD.,A-422 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W9,ARCHERY & SERVICE,1981,20161115,451,"Retail trade / Sporting goods, hobby, book & music stores",RESIDENT,02756000
110840,G & J HOLDINGS,"MIKI, DR. KENNETH",2006 EIGHTH AVENEW WESTMINSTER BC  V3M 2T5,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,15421000
110798,"RAI INC., DR. KIMIT","RAI INC., DR. KIMIT",405-301 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W5,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,03456000
110792,KRUGER PRODUCTS L.P. (XP0587107),KRUGER PRODUCTS L.P. (XP0587107),1625 FIFTH AVENEW WESTMINSTER BC  V3M 1Z7,PAPER MILL,1981,20161115,322,Manufacturing / Paper mfg.,RESIDENT,08295000
111025,"TOPPIN, DENNIS I.","TOPPIN, DENNIS I.",203-250 KEARY STNEW WESTMINSTER BC  V3L 5E7,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,02620001
110935,WHITE ROSE CLEANERS,"JAMAL, M K",453 E COLUMBIA STNEW WESTMINSTER BC  V3L 3X6,DRY CLEANER,1981,20161115,812,Other services (exc. Public administration) / Personal & laundry services,RESIDENT,03638001
110964,"HERSHFIELD, DR. MELVYN","HERSHFIELD, DR. MELVYN",301-250 KEARY STNEW WESTMINSTER BC  V3L 5E7,UROLOGIST,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,02620001
110842,SMITH-REED PRINTERS LTD,SMITH-REED PRINTERS LTD,518 AGNES STNEW WESTMINSTER BC  V3L 1G1,PRINTER,1981,20161115,323,Manufacturing / Printing & related support activities,RESIDENT,01322000
110835,INT'L HOUSE OF PANCAKES,ELUND ENTERPRISES NO. 2 LTD.,514 EIGHTH AVENEW WESTMINSTER BC  V3L 1Y6,RESTAURANT(S),1981,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,10900000
110923,"CHAN INC., DR. VICTOR R.","CHAN INC., DR. VICTOR R.",203-245 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W4,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,03464000
110910,"TESSLER, DR. B.B.","TESSLER, DR. B.B.",207-245 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W4,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,03464000
110732,THE SOURCE # 055944,THE SOURCE (BELL) ELECTRONICS INC.,123-610 SIXTH STNEW WESTMINSTER BC  V3L 5V1,ELECTRONICS,1981,20161115,443,Retail trade / Electronics & appliance stores,RESIDENT,10970000
110921,"FENTON LTD, DR. S.F.","FENTON LTD, DR. S.F.",203-301 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W5,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,03456000
111029,ROYAL CITY DRUGS,HODGSON ENTERPRISES LTD,708 SIXTH STNEW WESTMINSTER BC  V3L 3C5,RETAIL,1981,20161115,446,Retail trade / Health & personal care stores,RESIDENT,10909000
110948,VALLEY TOWING LTD.,VALLEY TOWING LTD.,1 FRONT STNEW WESTMINSTER BC  V3L 1A1,MARINE TOWING,1981,20161115,484,Transportation & warehousing / Truck transportation,RESIDENT,14205000
110987,ROYAL CITY TAXI LTD,ROYAL CITY TAXI LTD,436 ROUSSEAU STNEW WESTMINSTER BC  V3L 3R3,TAXI DISPATCH OFFICE,1981,20161115,484,Transportation & warehousing / Truck transportation,RESIDENT,03026000
110881,LOBEL AND SON,"LOBEL, KEN",418 COLUMBIA STNEW WESTMINSTER BC  V3L 1B1,SHOE REPAIR,1981,20161115,811,Other services (exc. Public administration) / Repair & maintenance,RESIDENT,00269000
111020,"ROTHWELL INC., DR. ROBERT S.","ROTHWELL INC., DR. ROBERT S.",402-301 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W5,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,03456000
110719,GEM BARBER SHOP,"LEMIEUX, R.D.",512 SIXTH STNEW WESTMINSTER BC  V3L 3B4,2 OPERATORS,1981,20161115,812,Other services (exc. Public administration) / Personal & laundry services,RESIDENT,08571000
110953,"VRABEC, DR. GEORGE","VRABEC, DR. GEORGE",302-250 KEARY STNEW WESTMINSTER BC  V3L 5E7,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,02620001
110836,COMMUNITY SAVINGS CREDIT UNION,COMMUNITY SAVINGS CREDIT UNION,1188 EIGHTH AVENEW WESTMINSTER BC  V3M 2R6,CREDIT UNION,1981,20161115,522,Finance & insurance / Credit intermediation & related activities,RESIDENT,08981000
111023,"ROSS, JIM","ROSS, JIM",5-512 SHARPE STNEW WESTMINSTER BC  V3M 4R2,RADIX TEACHER,1981,20161115,561,"Admin., support, waste mgmt & remed. services / Administrative & support services",RESIDENT,08118000
110736,TORONTO DOMINION BANK,TORONTO DOMINION BANK,573 SIXTH STNEW WESTMINSTER BC  V3L 3B9,BANK,1981,20161115,522,Finance & insurance / Credit intermediation & related activities,RESIDENT,08556001
110937,WINVAN PAVING LTD.,WINVAN PAVING LTD.,220 EDWORTHY WAYNEW WESTMINSTER BC  V3L 5G5,PAVING & ROAD CONSTRUCTION,1981,20161115,,See BL desk for Business NAICS,RESIDENT,07276000
110845,WEST COAST TITLE SEARCH LTD,WEST COAST TITLE SEARCH LTD,99 SIXTH STNEW WESTMINSTER BC  V3L 5H8,REGISTRY SERVICE,1981,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,01270000
110774,ROYAL PRINTERS & STATIONERS LTD.,ROYAL PRINTERS & STATIONERS LTD.,520 TWELFTH STNEW WESTMINSTER BC  V3M 4H9,COMMERCIAL PRINTING/RETAIL STATION,1981,20161115,323,Manufacturing / Printing & related support activities,RESIDENT,08807000
110858,ESSER ENGINEERING WORKS LTD.,ESSER ENGINEERING WORKS LTD.,50 BRAID STNEW WESTMINSTER BC  V3L 3P3,STEEL FABRICATING,1981,20161115,333,Manufacturing / Machinery mfg.,RESIDENT,02145000
110886,LEIBENZEDER DENTAL LABS LTD,LEIBENZEDER DENTAL LABS LTD,5-552 COLUMBIA STNEW WESTMINSTER BC  V3L 1B1,SERVICES,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,00252000
110906,ANDERSON DENTAL LTD,ANDERSON DENTAL LTD,135 E COLUMBIA STNEW WESTMINSTER BC  V3L 3V9,SERVICES DENTAL COMPANY,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,03340000
110801,"SCHAFFRIN INC., DR. ROGER M.","SCHAFFRIN INC., DR. ROGER M.",408-625 FIFTH AVENEW WESTMINSTER BC  V3M 1X4,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,08575000
110778,ROYAL CITY FIRE SUPPLIES LTD.,ROYAL CITY FIRE SUPPLIES LTD.,633 TWELFTH STNEW WESTMINSTER BC  V3M 4J5,FIRE EQUIPMENT SALES & SERVICE,1981,20161115,453,Retail trade / Misc. store retailers,RESIDENT,09072000
110759,"DAVID DE CAMILLIS, D.C.","DE CAMILLIS, D.",403-555 SIXTH STNEW WESTMINSTER BC  V3L 5H1,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,08556001
110722,BANK OF NOVA SCOTIA,BANK OF NOVA SCOTIA,445 SIXTH STNEW WESTMINSTER BC  V3L 3B1,BANK,1981,20161115,522,Finance & insurance / Credit intermediation & related activities,RESIDENT,07076000
110841,"REBEYKA, DR. WALTER P.","REBEYKA, DR. WALTER P.",2006 EIGHTH AVENEW WESTMINSTER BC  V3M 2T5,PROFESSIONAL PRACTICE,1981,20161115,621,Health care & social assistance / Ambulatory health care services,RESIDENT,15421000
111026,A-1 FIRE SUPPLIES LTD,A-1 FIRE SUPPLIES LTD,12-825 MCBRIDE BLVDNEW WESTMINSTER BC  V3L 5B5,"FIRE EQUIPMENT, SALES & SERVICE",1981,20161115,453,Retail trade / Misc. store retailers,RESIDENT,11226000
116376,CAMPUS RESIDENCE CO-OP ASSOCIATION,CAMPUS RESIDENCE CO-OP ASSOCIATION,609 QUEENS AVENEW WESTMINSTER BC  V3M 1L1,RENTAL HOUSE,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,05466000
116337,ROYAL EAGLE APARTMENTS,CHRIS RYLL,407 AGNES STNEW WESTMINSTER BC  V3L 1G2,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,01261000
116317,"RAMOS, O.","RAMOS, O.",1317 SIXTH AVENEW WESTMINSTER BC  V3M 2C3,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,09182000
111057,BERT'S AUTOMOTIVE,B L C INVESTMENT CORPORATION,920 AGNES STNEW WESTMINSTER BC  V3M 1H6,AUTOMOBILE,1982,20161115,811,Other services (exc. Public administration) / Repair & maintenance,RESIDENT,00574000
111072,7-ELEVEN FOOD STORES,7-ELEVEN CANADA INC,923 TWELFTH STNEW WESTMINSTER BC  V3M 4K7,RETAIL,1982,20161115,445,Retail trade / Food & beverage stores,RESIDENT,09411000
116323,EDGEWATER TOWERS,JDC PROPERTY MANAGEMENT LTD.,615 SEVENTH AVENEW WESTMINSTER BC  V3M 2J1,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,10941000
116261,ALEXIS HOLDINGS LTD,ALEXIS HOLDINGS LTD,401 FIFTH STNEW WESTMINSTER BC  V3L 2X5,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06742000
116316,VILLA WASCANA,BASHA LEIBEL NEWPORT SALES CO LTD.,1020 SIXTH AVENEW WESTMINSTER BC  V3M 2B8,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08757000
116355,GMJ HOLDINGS LTD,GMJ HOLDINGS LTD,73 COBURG STNEW WESTMINSTER BC  V3L 2E7,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,00792000
116322,EDGEWATER CENTRE LTD,EDGEWATER CENTRE LTD,510 SEVENTH AVENEW WESTMINSTER BC  V3L 5G8,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,10878000
111062,DEC DESIGN MECHANICAL CONSULTANTS LTD,DEC DESIGN MECHANICAL CONSULTANTS LTD,309-713 COLUMBIA STNEW WESTMINSTER BC  V3M 1B2,MECHANICAL DESIGN CONSULTANTS,1982,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,00357000
116365,"STAUDACHER, JOSEPH","STAUDACHER, JOSEPH",1117 HAMILTON STNEW WESTMINSTER BC  V3M 2M8,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,09019000
116258,CROWN TOWERS APARTMENTS,TRUSTY SALES LTD,52 FOURTH STNEW WESTMINSTER BC  V3L 2T6,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,01307000
116333,UNITED REVENUE PROPERTIES LTD,UNITED REVENUE PROPERTIES LTD,325 AGNES STNEW WESTMINSTER BC  V3L 1E7,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,00749000
116285,CUMBRAE HOLDINGS LTD.,CUMBRAE HOLDINGS LTD.,402 TENTH STNEW WESTMINSTER BC  V3M 3Y7,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06852000
116279,BERWYN COURT APARTMENTS,LIBBY W. & WYNE S.,510 NINTH STNEW WESTMINSTER BC  V3M 3W5,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08695000
116339,CHERILYN APARTMENTS,"SUESS, ERNST",211 ASH STNEW WESTMINSTER BC  V3M 3M5,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,05484000
111063,CERRA ACCOUNTING SERVICES,"LIVINGSTONE, R.A.",104A-773 SIXTH STNEW WESTMINSTER BC  V3L 3C6,INCOME TAX SERVICE,1982,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,10903000
116268,DORIC PROPERTIES CORPORATION,DORIC PROPERTIES CORPORATION,236 EIGHTH STNEW WESTMINSTER BC  V3M 3P9,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,05763000
116369,ROBERT LEE LTD,ROBERT LEE LTD,331 HOSPITAL STNEW WESTMINSTER BC  V3L 3L5,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,03488000
116330,SHOMOMI HOLDINGS INC,SHOMOMI HOLDINGS INC,307 AGNES STNEW WESTMINSTER BC  V3L 1E7,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,00744000
111059,"RUSSELL, RALPH E.","RUSSELL, RALPH E.",203-615 EIGHTH STNEW WESTMINSTER BC  V3M 3S3,PROFESSIONAL PRACTICE,1982,20161115,541,"Professional, scientific & technical services / Professional, scientific & technical services",RESIDENT,10981000
116291,ROYAL CITY MOTEL,SATGURA ENTERPRISES LTD.,418 TWELFTH STNEW WESTMINSTER BC  V3M 4H8,HOTEL ROOMS,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06971000
116374,MACMILLAN AGENCIES LTD,MACMILLAN AGENCIES LTD,119 PARK ROWNEW WESTMINSTER BC  V3L 2J5,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,01385000
116363,THE EDGEWATER - ROYAL,JDC PROPERTY MANAGEMENT LTD.,700 HAMILTON STNEW WESTMINSTER BC  V3M 2M6,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,11039000
116274,LIBBY MANOR,R L B HOLDINGS LTD,508 EIGHTH STNEW WESTMINSTER BC  V3M 3R9,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08674000
116283,PANORAMA COURT,PANORAMA COURT,321 TENTH STNEW WESTMINSTER BC  V3M 3Y2,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06241000
116341,CASA BERNELLO,R L B HOLDINGS LTD,330 ASH STNEW WESTMINSTER BC  V3M 3M7,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06445000
116351,SHOMOMI HOLDINGS INC,SHOMOMI HOLDINGS INC,320 CARNARVON STNEW WESTMINSTER BC  V3L 1C1,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,00426000
116326,SYLVIA APARTMENTS,WOODWARD HOLDINGS LTD,1315 SEVENTH AVENEW WESTMINSTER BC  V3M 2J9,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,09149000
111078,TAVERNA GREKA RESTAURANT LTD,TAVERNA GREKA RESTAURANT LTD,326 COLUMBIA STNEW WESTMINSTER BC  V3L 1A6,RESTAURANT(S),1982,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,00278001
116281,BURTON MANOR,"REED, MR. B.",520 NINTH STNEW WESTMINSTER BC  V3M 3W5,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08699000
116310,CALYPSO COURT,"DYCK, J. & E.",1030 FIFTH AVENEW WESTMINSTER BC  V3M 1Y5,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06887000
116272,DUNCAN KENT MANOR,"BATTISTI, E. & G.",410 EIGHTH STNEW WESTMINSTER BC  V3M 3R6,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06829000
116352,5350 INVESTMENTS LTD,5350 INVESTMENTS LTD,425 CARNARVON STNEW WESTMINSTER BC  V3L 1C3,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,01310000
116308,ESSEX HOUSE,GREENBRIER HOLDINGS LTD,911 FIFTH AVENEW WESTMINSTER BC  V3M 1Y3,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08691000
116290,DELLVIEW COURT,DECK HOLDINGS LTD C/O FIRST SERVICE RESIDENTIAL,516 ELEVENTH STNEW WESTMINSTER BC  V3M 4G3,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,08777000
116356,"HARDER, HENRY","HARDER, HENRY",615 COLBORNE STNEW WESTMINSTER BC  V3L 2E1,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,10443000
116386,"HOLBROOK, L.E.","HOLBROOK, L.E.",831 ROYAL AVENEW WESTMINSTER BC  V3M 1K1,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,01061000
116325,"ROSCHAT, L.","ROSCHAT, L.",1302 SEVENTH AVENEW WESTMINSTER BC  V3M 2K1,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,09201000
116305,"MILEOS, ANASTASIA","MILEOS, ANASTASIA",1216 FOURTH AVENEW WESTMINSTER BC  V3M 1T9,RENTAL HOUSE,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06371000
116362,THE EDGEWATER - HAMILTON,JDC PROPERTY MANAGEMENT LTD.,610 HAMILTON STNEW WESTMINSTER BC  V3M 2M5,*501-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,10931000
116357,"CHENG, MR. & MRS. F.C.","CHENG, MR. & MRS. F.C.",COMPLX-321 E COLUMBIA STNEW WESTMINSTER BC  V3L 3W8,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,03457000
116288,"MCCABE, L.","MCCABE, L.",420 ELEVENTH STNEW WESTMINSTER BC  V3M 4E8,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06894000
111079,TAVERNA GREKA RESTAURANT LTD,TAVERNA GREKA RESTAURANT LTD,326 COLUMBIA STNEW WESTMINSTER BC  V3L 1A6,*261-FOOD PRIMARY,1982,20161115,722,Accommodation & food services / Food services & drinking places,RESIDENT,00278001
116263,WESTCOURT MANOR,LUX NOVA FURNITURE LTD.,322 SEVENTH STNEW WESTMINSTER BC  V3M 3K8,*500-APARTMENT BUILDING,1982,20161115,531,Real estate & rental & leasing / Real estate,RESIDENT,06453000
