Name,Description,Category,Hours,Location,PC,Phone,Email,Website,X,Y
Columbia Place,"Provides second stage housing for women who have been involved in the criminal justice system. Supports include GED completion, career assistance and various recreational programs. Managed by Elizabeth Fry Society of Greater Vancouver.","Emergency, Transitional and Supported Housing",,402 East Columbia Street,V3L 3X1,(604)520-1166,info@elizabethfry.com,http://halfwayhouses.ca/en/region/bcyhha/facility/columbia_place/,-122.89242926129,49.228055049918
Elizabeth Barnett Terrace,Supported independent living units. Managed by Pioneer Community Living Association.,"Emergency, Transitional and Supported Housing",,222 Sherbrooke Street,V3L 3M2,(604)525-2084,info@pclaservices.ca,http://www.pclaservices.ca/services.html,-122.888174896495,49.2270431024417
Elizabeth Gurney House,"Shelter for homeless women and their children - shelter provides daily necessities, crisis intervention, addiction and debt counseling and support in accessing low income housing. Managed by Elizabeth Fry Society of Greater Vancouver.","Emergency, Transitional and Supported Housing",,402 East Columbia Street,V3L 3X1,(604)520-1166,info@elizabethfry.com,https://www.elizabethfry.com/programs/atrisk-children.htm,-122.89242926129,49.228055049918
Extreme Weather Response Shelter,"Provides shelter beds for homeless men and women during extreme weather (very hot, very cold, very wet, very snowy etc.).","Emergency, Transitional and Supported Housing",,606 Clarkson Street,V3M 1C8,(604)529-9126 ext 101,lookoutnewwest@lookoutsociety.ca,http://lookoutsociety.ca/solutions/our-facilities/extreme-weather-shelters,-122.908435779149,49.2034173794746
Fraserside Community Shelter,"Provides shelter beds for homeless families with children, as well as single adult women. Fraserside Community Shelter is operated by Fraserside Community Services Society. For the safety of the families with children, the address of the actual shelter location is not included in the listing. The address included in the listing refers to the community services office for Fraserside Community Services.","Emergency, Transitional and Supported Housing",,2/F - 519 Seventh Street,V3L 3B7,(604)525-3929,,http://www.fraserside.bc.ca/social-housing/emergency-family-shelter/,-122.920455471798,49.2122174509471
Genesis House,Provides supportive housing for persons with substance use issues. Managed by Westcoast Genesis Society.,"Emergency, Transitional and Supported Housing",,219 Carnarvon Street,V3L 1B7,(604)636-3580,,http://www.westcoastgenesissociety.ca/our_services.html,-122.90420540711,49.2069068015727
Ibsen Residence,"Provides two-year transitional housing program for adults with mental illness. Address refers to residence address. The community services office for Fraserside Community Services is the 2nd floor of 519 Seventh Street, New Westminster.","Emergency, Transitional and Supported Housing",,609 Robson Avenue,V3M 1M8,(604)777-6800,,http://www.fraserside.bc.ca/social-housing/ibsen/,-122.914260059357,49.2073719335241
Keary Street Home #1,"Provides community living housing for persons with developmental disabilities. Managed by Posabilities Association of British Columbia. Address refers to residence address. The head office for posAbilities Association of BC is at Suite 240-4664 Lougheed Highway, Burnaby, BC.","Emergency, Transitional and Supported Housing",,313 Keary Street,V3L 3L2,(604)522-4032,info@posAbilities.ca,http://www.fraserhealth.ca/media/201014_Public-List-Residential-Facilities.pdf,-122.893693087886,49.2258357391183
Last Door Recovery Centre,Long-term residential treatment centre for men who are experiencing problematic substance misuse. Managed by the Last Door Recovery Society.,"Emergency, Transitional and Supported Housing",,323 Eighth Street,V3M 3R3,(604)525-9771,adult@lastdoor.org,http://www.lastdoor.org,-122.919150664363,49.2078035462491
Last Door Youth Program,Residential Program for male youth ages 14 to 18 who are experiencing problematic substance misuse. Managed by the Last Door Recovery Society.,"Emergency, Transitional and Supported Housing",,109 Ash Street,V3M 3M2,(604)520-3587,youth@lastdoor.org,http://www.lastdoor.org,-122.914357337437,49.2045851732334
Lina's Place,Supportive housing for persons with a mental illness. Managed by Pioneer Community Living Association. Administrative office is at 220 Sherbrooke Street.,"Emergency, Transitional and Supported Housing",,1309 Sixth Avenue,V3M 2C3,(604)525-2084,info@pclaservices.ca,http://www.pclaservices.ca/services.html,-122.932975455805,49.2065911703929
Maria Keary Cottage,Provides supportive housing for persons with substance use issues. Also has low-barrier harm reduction beds for chronically homeless men. Managed by Westcoast Genesis Society.,"Emergency, Transitional and Supported Housing",,305 Carnarvon Street,V3L 1B9,(604)636-3590,,http://www.westcoastgenesissociety.ca/our_services.html,-122.90482932826,49.2065110233363
Pathways,Semi-independent (second stage) apartments for women without resources or who are in transition to independent living. Managed by Elizabeth Fry Society of Greater Vancouver.,"Emergency, Transitional and Supported Housing",,402 East Columbia Street,V3L 3X1,(604)520-1166,info@elizabethfry.com,https://www.elizabethfry.com/programs/atrisk-women.htm,-122.89242926129,49.228055049918
Pioneer House,Community residential facility for persons diagnosed with a severe and persistent mental illness. Managed by Pioneer Community Living Association.,"Emergency, Transitional and Supported Housing",,220 Sherbrooke Street,V3L 3M2,(604)525-2084,info@pclaservices.ca,http://www.pclaservices.ca/services.html,-122.88810525867,49.2274584695423
Rhoda Kaellis Residence,Provides transitional housing units and supportive permanent housing units for persons in need. Managed by Lookout Society,"Emergency, Transitional and Supported Housing",,1105 Royal Avenue,V3M 1K4,(604)544-5145,lookoutnewwest@lookoutsociety.ca,http://lookoutsociety.ca/solutions/our-facilities/locations#V3,-122.920326072517,49.2008149473564
Stevenson House,"Provides shelter beds for homeless men. Administrative office for Salvation Army New Westminster (which operates the shelter) is located at 325 Sixth Street, New Westminster.","Emergency, Transitional and Supported Housing",,32 Elliott Street,V3L 2K1,(604)521-2421,,http://www.salvationarmy.ca/britishcolumbia/houses/,-122.902553148868,49.2069608340696
The Russell Residence and Shelter,Provides shelter beds for homeless people and supportive permanent housing units for persons in need. Managed by Lookout Society.,"Emergency, Transitional and Supported Housing",,740 Carnarvon Street,V3M 1E7,(604)529-9126,lookoutnewwest@lookoutsociety.ca,http://lookoutsociety.ca/solutions/our-facilities/locations#V3,-122.911602367443,49.202383459116
Victoria Heights,Assisted living residence for seniors.,"Emergency, Transitional and Supported Housing",,230 Ross Drive,V3L 0B1,(604)523-9227,goodsaminfo@gss.org,https://www.gss.org/locations/british-columbia/new-westminster/,-122.899834994057,49.2136007716637
Victoria Rest Home,Assisted living residence for seniors and adults with disabilities.,"Emergency, Transitional and Supported Housing",,731 Queens Avenue,V3M 1L7,(604)525-2048,,http://www.fraserhealth.ca/media/Fraser-Health_Public-List-of-Licensed-Adult-Care-Facilities_04Sep2015.pdf,-122.916481018599,49.2055292105631
Wells Gray Residence,"Provides community living housing for persons with developmental disabilities. Managed by Community Living Society. Address refers to residence address. The head office for Community Living Society is 7th Floor - 713 Columbia Street, New Westminster.","Emergency, Transitional and Supported Housing",,312 Wells Gray Place,V3L 3Y3,(604)540-7308,contactus@communitylivingsociety.ca,http://www.fraserhealth.ca/media/201014_Public-List-Residential-Facilities.pdf,-122.893668003702,49.2325648899981
Westminster House Recovery Program for Women,Long-term residential recovery centre for women healing from addiction. Managed by Westminster House.,"Emergency, Transitional and Supported Housing",,228 Seventh Street,V3M 3K3,(604)524-5633,info@westminsterhouse.ca,http://www.westminsterhouse.ca,-122.91593073383,49.2073377650999
Women in Need Gaining Strength (WINGS) ,"Provides transitional and supportive housing for women and their children who are fleeing abusive situations. WINGS operates one transitional house (Monarch Place) and one supportive (second-stage) house (Chrysalis Place). For the safety of the women and chilren living in these residences, the addresses of the residences are not provided; the address provided is the mailing address for the organization.","Emergency, Transitional and Supported Housing",,501 - 1015 Columbia Street,V3M 6V3,(604)521-1888,,http://monarchplace.org/about-us/wings/,-122.917871202191,49.201398714163
Centennial Community Centre Tiny Tot Playtime,Offers socialization through play for pre-school aged children.,"Child Care, Child Development and Early Learning Programs","Mon-Fri, 9:15am-11:15am, 12:30pm-2:30pm",65 E Sixth Ave,V3L 4G6,(604)777-5100,,https://onlineca.activecommunities.com/NWPR/Start/Start.asp?SCheck=595071779&SDT=40560.4876920486,-122.908238799969,49.2202072626486
Century House Tiny Tot Playtime,Offers socialization through play for pre-school aged children.,"Child Care, Child Development and Early Learning Programs","Mon-Fri, 9:15am-11:15am",620 Eighth St,V3M 3S2,(604)519-1066,,https://onlineca.activecommunities.com/NWPR/Start/Start.asp?SCheck=595071779&SDT=40560.4876920486,-122.927268282171,49.2118039424
Connaught Heights Elementary School Strong Start Centre,Provides learning activities to help pre-school aged children get ready for Kindergarten. Pre-registration is required.,"Child Care, Child Development and Early Learning Programs","Mon-Fri, 12:30pm-3:30pm",2201 London St,V3M 3G1,(604)517-6010,,http://sd40.bc.ca/services/school-district-40-strong-start-early-learning-centres,-122.955309990992,49.202699172876
Connaught Heights Elementary School Tiny Tot Playtime,Offers socialization through play for pre-school aged children.,"Child Care, Child Development and Early Learning Programs","Mon-Wed, 9:15am-11:15am",2201 London St,V3M 3G1,(604)525-7388,,https://onlineca.activecommunities.com/NWPR/Start/Start.asp?SCheck=595071779&SDT=40560.4876920486,-122.955309990992,49.202699172876
Douglas College ECE Centre,Offers group child care for children aged 30 to 60 months.,"Child Care, Child Development and Early Learning Programs",,2814 - 700 Royal Ave,V3M 5Z5,(604)527-5632,,http://www.douglascollege.ca/student-services/daycare,-122.91274781516,49.2035020141153
Frog Hollow Montessori House,Offers group child care for children aged 30 to 60 months and school age.,"Child Care, Child Development and Early Learning Programs",,529 Queens Ave,V3L 1K2,(604)521-1355,,http://www.froghollowmontessori.com/,-122.912492843019,49.2076533302657
Glenbrook Daycare,Offers group multi-age child care.,"Child Care, Child Development and Early Learning Programs",,320 Eighth Ave,V3L 1Y2,(604)522-0666,,,-122.920917946945,49.2173926306214
Glenbrook Daycare (Afterschool),Offers group child care for school age children.,"Child Care, Child Development and Early Learning Programs",,701 Sixth St,V3L 3C6,(604)861-8667,,,-122.922028594043,49.2148942937948
Golden Sunshine Daycare,Offers group multi-age child care.,"Child Care, Child Development and Early Learning Programs",,320 Eighth St,V3M 3R4,(778)223-6676,,http://goldensunshinedaycare.com/,-122.919826159412,49.2073659463366
Griffin's Alley Out-of-School Care,Offers group child care for school age children.,"Child Care, Child Development and Early Learning Programs",,701 Park Cres,V3L 5V4,(604)517-5938,,http://wcass.com/home.html,-122.911326140912,49.220700898542
Happy Hours Wee Care Centre Society,Offers group child care for children 30 to 60 months.,"Child Care, Child Development and Early Learning Programs",,101 - 335 Carnarvon St,V3L 1B9,(604)526-1414,,http://www.weecarecentre.ca,-122.906328873857,49.2058928169234
Hilltop Hideaway Out-of-School Care,Offers group child care for school age children.,"Child Care, Child Development and Early Learning Programs",,331 Richmond St,V3L 4B7,(604)517-5918,,http://wcass.com/home.html,-122.899535247688,49.2265399924204
Kids Korner,Offers group child care for school age children.,"Child Care, Child Development and Early Learning Programs",,85 Merivale St,V3L 0G2,(604)540-1688,,http://wcass.com/home.html,-122.904407959059,49.2088937461917
Klub Kelvin Out-of-School Care,Offers group child care for school age children.,"Child Care, Child Development and Early Learning Programs",,1010 Hamilton St,V3M 2M9,(604)517-5958,,http://wcass.com/home.html,-122.930192100867,49.2107343430156
Kolumbia Inn Daycare,Offers group multi-age child care.,"Child Care, Child Development and Early Learning Programs",,236 Ross Dr,V3L 0B2,(604)524-0522,,http://kidschildcare.ca/,-122.899787774304,49.2135028089445
Misty Meadows Out-of-School Care,Offers group child care for school age children.,"Child Care, Child Development and Early Learning Programs",,91 Courtney Cres,V3L 4M1,(604)517-6088,,http://wcass.com/home.html,-122.912691684699,49.2261119934296
New Westminster Family Place,Provides a family resource program for families with children from newborn to five years old.,"Child Care, Child Development and Early Learning Programs","Drop-in: Monday - Tuesday, 9:30 am - 11:30 am, 1:00pm - 3:00 pm, Wednesday - Friday, 9:30 am - 11:30 am",101 - 93 Sixth Street,V3L 2Z8,(604)520-3666,info@nwfamily.bc.ca,http://nwfamily.bc.ca/,-122.909922117847,49.2053088668964
New Westminster Public Library - Main Branch,Offers story-times and sing-alongs for pre-school children aged 2 to 5 years.,"Child Care, Child Development and Early Learning Programs",,716 Sixth Ave,V3M 2B3,(604)527-4660,,www.nwpl.ca,-122.922381391691,49.2116721626214
New Westminster Public Library - Queensborough Branch,Offers story-times and sing-alongs for pre-school children aged 2 to 5 years.,"Child Care, Child Development and Early Learning Programs",,920 Ewen Ave,V3M 5C8,(604)636-4450,,www.nwpl.ca,-122.943616871855,49.1858839255447
Playwest,Offers group child care for school age children.,"Child Care, Child Development and Early Learning Programs",,1714 Eighth Ave,V3M 2S7,(604)517-6078,,http://wcass.com/home.html,-122.942350171637,49.2056074805563
QE Club House,Offers group child care for school age children.,"Child Care, Child Development and Early Learning Programs",,921 Salter St,V3M 6G8,(604)540-1688,,http://wcass.com/home.html,-122.943572316279,49.1848190369933
Queen Elizabeth Elementary School Strong Start Centre,Provides learning activities to help pre-school aged children get ready for Kindergarten. Pre-registration is required.,"Child Care, Child Development and Early Learning Programs","Mon-Fri, 9:00am-12:00pm, Tue-Thu, 4:00pm-7:00pm",921 Salter St,V3M 6G8,(604)517-6080,,http://sd40.bc.ca/services/school-district-40-strong-start-early-learning-centres,-122.943572316279,49.1848190369933
Queens Avenue Day Care,Offers group multi-age child care.,"Child Care, Child Development and Early Learning Programs",,529 Queens Ave,V3L 1K2,(604)525-3255,,http://www.queensavenuedaycare.com/,-122.912492843019,49.2076533302657
Queen's Park Preschool,Offers group preschool.,"Child Care, Child Development and Early Learning Programs",,600 First St,V3M 3S2,(604)526-1153,,http://qpps.ca/,-122.90798545508,49.217495864411
Queensborough Community Centre Tiny Tot Playtime,Offers socialization through play for pre-school aged children.,"Child Care, Child Development and Early Learning Programs","Mon-Fri, 9:15am-11:15am, 12:30pm-2:30pm",920 Ewen Ave,V3M 5C8,(604)525-7388,,https://onlineca.activecommunities.com/NWPR/Start/Start.asp?SCheck=595071779&SDT=40560.4876920486,-122.943616871855,49.1858839255447
Queensborough KIDS,Offers group multi-age child care.,"Child Care, Child Development and Early Learning Programs",,920 Ewen Ave,V3M 5C8,,,http://kidschildcare.ca/,-122.943616871855,49.1858839255447
Ready Set Grow Daycare,Offers group multi-age child care.,"Child Care, Child Development and Early Learning Programs",,850 Queens Ave,V3M 0A8,(604)526-9788,,http://www.purposesociety.org/RSG.html,-122.915856470924,49.2041758645978
Richard McBride Elementary School Strong Start Centre,Provides learning activities to help pre-school aged children get ready for Kindergarten. Pre-registration is required.,"Child Care, Child Development and Early Learning Programs","Mon-Fri, 9:00am-12:00pm",331 Richmond St,V3L 4B7,(604)517-6090,,http://sd40.bc.ca/services/school-district-40-strong-start-early-learning-centres,-122.899535247688,49.2265399924204
St. Barnabas Daycare Society,Offers group multi-age child care.,"Child Care, Child Development and Early Learning Programs",,1005 Napanee St,V3M 5Y2,(604)526-6956,,http://stbarnabasdaycare.com/,-122.925134800237,49.2078392792705
Urban Academy OOSC Centre and JK Centre,Offers group child care for children aged 30 to 60 months and school age.,"Child Care, Child Development and Early Learning Programs",,101 Third St,V3L 2P9,(604)524-2211,,http://www.urbanacademy.ca/the-ua-experience/out-school-care,-122.907113585986,49.2085630514022
Family Services of Greater Vancouver,"Provides various programs related to literacy and education (including financial literacy courses, ESL practice groups) etc. . Locations for courses and programs vary - please visit website for more details.","Education, Language and Literacy",,301 - 321 Sixth Street,V3L 3A7,(604)525-9144,,http://www.fsgv.ca/find-the-support-you-need/courses/,-122.915243009316,49.2094571459841
I-Care Literacy Program (Douglas College),"Adults can meet with a trained volunteer tutor once a week to learn basic reading, writing and spelling.","Education, Language and Literacy",,700 Royal Avenue,V3M 5Z5,(604)527-5409,walkern@douglascollege.ca,http://www.douglascollege.ca/programs-courses/faculties/language-literature-performing-arts/icare-literacy-program,-122.91274781516,49.2035020141153
Immigrant Services Society of BC,Provides language learning services through LINC  (Language Instruction for Newcomers to Canada) program.,"Education, Language and Literacy",,280 - 610 Sixth Street,V3L 3C2,(604)522-5902,linc.nwest@issbc.org,http://issbc.org/prim-nav/find-a-service-or-course/learn-english/learnenglish,-122.922525725356,49.2124900065366
