website,kml_name,email,address2,Address,city,prov,pcode,Name,Descriptn,id,category,company,phone,fax,social_networks,summary,catname,X,Y
,OMNITA,lizawajong.omnita@gmail.com,,,,,,OMNITA,"Our goal is to allow the community a chance to explore Indonesian heritage with cultural offerings.  We work with local organizations to organize Batik textile exhibitions.  We will provide opportunities to immerse in the culture through workshops, textile tours, and Indonesian conversational courses.  We also work with small artisans in Indonesia to produce OMNITA's own collection of Batik clothing and accessories.  We believe that our work reflects the richness of Canada's mosaic of culture, and we invite you to join us in strengthening our diverse community.",331,5,,,,-1,"OMNITA is an Indonesian cultural arts organization.  We offer eco-friendly batik garments, educational opportunities, and special events that celebrate Indonesian arts.",Organizations,-122.89103884303,49.2321137576443
http://newwestartists.com,,info@newwestartists.com,,,,,,New West Artists Society,"New West Artists welcomes visual artists of all levels, from hobby artists to full-time professional veterans. It doesn't matter where you live or what visual medium you prefer. We all have much to give and can benefit from pooling our talents, ideas and creative energy. You will be promoted via your online presence on this website, as well as your participation in as many exhibitions, events and workshops as you are willing and able to be involved in!",333,5,,604-525-7654,,-1,"New West Artists is an inclusive, non-profit society aiming to celebrate, encourage and stimulate visual artists through connection, education and promotion.",Organizations,-122.92009043734,49.1983590374728
http://www.fraserriverdiscovery.org/,,info@fraserriverdiscover.org,,788 Quayside Drive,New Westminster,BC,V3M 6Z6,Fraser River Discovery Centre,The Fraser River Discovery Centre is an interpretative centre designed to educate visitors on the natural and cultural history of the Fraser River through exhibits and hands-on activities.,346,5,,,,-1,The Fraser River Discovery Centre is an interpretative centre designed to educate visitors on the natural and cultural history of the Fraser River through exhibits and hands-on activities.,Organizations,-122.910092175084,49.2004428342359
http://www.heritagelifedrawing.com,,,,927 London Place,New Westminster,BC,V3M 4Z5,Heritage Life Drawing Society,The Heritage Life Drawing Society is a group of artists that meets once a week to practice life drawing skills using professional models.,347,5,,,,-1,The Heritage Life Drawing Society is a group of artists that meets once a week to practice life drawing skills using professional models.,Organizations,-122.958165975956,49.2009799371995
,Kabok Music School,,,1719 8th Avenue,New Westminster,BC,V3M 2S8,Kabok Music School,"Kabok Music School is a local music school. It offers lessons in stringed instruments, piano, guitar, voice, woodwind, brass and music theory.",348,5,,,,-1,"Kabok Music School is a local music school. It offers lessons in stringed instruments, piano, guitar, voice, woodwind, brass and music theory.",Organizations,-122.943325695114,49.2059007835674
http://www.newwesthortsociety.org,,info@newwesthortsociety.org,,119 Ovens Avenue,New Westminster,BC,V3L 1Z1,New Westminster Horticultural Society,"The New Westminster Horticultural Society is a group for gardeners to share ideas, socialize and volunteer.",350,5,,,,-1,"The New Westminster Horticultural Society is a group for gardeners to share ideas, socialize and volunteer.",Organizations,-122.918120780137,49.2207278846222
http://www.nwso.ca,,info@nwso.ca,,735 Eighth Avenue,New Westminster,BC,V3M 2R2,New Westminster Symphony Orchestra,"The New Westminster Symphony Orchestra serves music enthusiasts in the Lower Mainland of British Columbia and beyond. It offers a popular program of four indoor concerts each year, plus occasional appearances at the Hyack Festival of New Westminster in May and other musical presentations in the Lower Mainland.",351,5,,,,-1,The New Westminster Symphony Orchestra serves music enthusiasts in the Lower Mainland of British Columbia and beyond.,Organizations,-122.927250126851,49.2148007771301
http://www.royalcityyouthballet.org,,rcyb@telus.net,,511 Columbia Street,New Westminster,BC,V3L 1B2,Royal City Youth Ballet,"The Royal City Youth Ballet presents professional performances by up-and-coming dancers with elaborate costumes, sets and lighting.",353,5,,,,-1,"The Royal City Youth Ballet presents professional performances by up-and-coming dancers with elaborate costumes, sets and lighting.",Organizations,-122.906989481938,49.2040669357289
http://royalcitywriters.ca/,,royalcitywriters@gmail.com,,,,,,Royal City Writers,"Royal City Writers is a not-for-profit, volunteer-based organization that uses the unique power of storytelling to forge connections and build understanding in our community. RCW believes that everyone has a story worth sharing, and we are committed to bringing these stories to light.\r\n\r\nWe respect diversity and encourage the unique differences between us, because we believe they don't need to divide us but can in fact make the fabric of our community stronger. It's our intention to use whatever influence we may have to mitigate the marginalization of certain voices due to race, gender, socio-economics, physical ability, or age.\r\n\r\nWe believe that storytelling has a unique capacity to build bridges and foster connections in our community, and we are committed to sharing stories that do just that.\r\n\r\nWatch social media sites for our events, or email royalcitywriters@gmail.com and ask to be added to our mailing list.",375,5,,,,-1,"Royal City Writers uses workshop-based events to connect diverse members of our community through storytelling. Past participants have included writers, students, mothers and daughters, fathers and sons, adult children of aging parents, homeless individuals, seniors, homemakers, business people, and students. The shortest distance between two strangers is a story.",Organizations,-122.908734410723,49.2130636191832
http://www.royal-westies-assn.ca,,president@royal-westies-assn.ca,,530 Queens Avenue,New Westminster,BC,V3L 1K3,The Royal Westminster Regiment Museum,"We are housed in the oldest wooden Armoury in Canada.  Opened in 1895.  The museum is in the old ""Gun room"" where there is a collection of uniforms, medals & pictures.  We are open on Tuesdays and Thursdays from 11:00am to 3:00pm and by appointment.",376,5,,,,-1,The Museum  has a collection of items relating to the History and Heritage of The Royal Westminster Regiment & its antecedents.,Organizations,-122.911903417516,49.2071336864831
,Royal City Swing,royalcityswing@gmail.com,,218 Keary Street,New Westminster,BC,V3L 0A6,Royal City Swing,"Royal City Swing is the Lower Mainland's Friday Night Swing venue. Friday Nights 7:30-12am Cover: 8$ Beginner lesson: 7:45-8:30pm. Organizers: Kyle MacDonald\Afonso Silveira\Natsuko Murao\Nicola Armanini. Description: Sapperton's Pensioner's Hall has a beautiful large sprung hardwood dance floor. General Information: Royal City Swing is the Lower Mainland's newest Swing venue. Beginner drop in lesson runs roughly from 7:45pm-8:30pm. Beginnner, Intermediate and advanced workshops are offered often covering all the swing dances: Lindy Hop, Charleston, Balboa, Collegiate Shag, East coast and West coast swing. Royal City Swing participates in many New Westminster festivals like Sapperton Days Festival, 12st Music Festival, Royal City's Show and Shine! Come out and hear some great music, live bands, free lessons, live performances and lots of social dancing! Keep in touch with us online and on facebook!",282,5,,604-773-3637,,-1,"Royal City Swing is a non-profit dance organization providing New Westminster, Vancouver and the entire lower mainland's swing dance community with a regular Friday night swing dance and regular top-notch but affordable dance instruction, every Friday night at the Sapperton Pensioners' hall on Keary street.",Organizations,-122.889940847519,49.2253558403455
http://www.royalcitymusicaltheatre.com,,rcmtoffice@telus.net,735 Eighth Avenue,c/o Massey Theatre,New Westminster,BC,V3M 2R2,Royal City Musical Theatre Company,"For the audience, musical theatre is a special experience combining all of the performing arts; singing, dancing, acting, and musicianship with the visual arts to make one spectacular event. A musical employs brilliant swirls of colour, light and sound to tell timeless stories that are at once familiar and yet unique every night. Royal City Musical Theatre, hatched 1989 around a kitchen table in New Westminster, grew out of a love of music, theatre and dance - musical theatre.  It has been an enduring success, becoming one of the most popular musical theatre producers in Canada. They provide top flight entertainment thrilling large audiences while creating opportunities for performers, musicians and technicians to present their talents and develop their skills. They produce only large scale musicals with casts of as many as 60 on stage. Very few organizations outside of Broadway or London's West End are able to mount such enormous productions.  With a full sized orchestra, professional leads and large vocal and dance choruses, the scale and the jubilant spirit of RCMT productions are a feast for both the senses and for the heart. Each April, since 1990, RCMT produces a theatrically lavish and spirited production of a renowned musical theatre play.  Support RCMT by attending our shows and workshops, becoming a member, auditioning for a role or making a tax deductible charitable donation.  You won't regret getting to know RCMT better!",271,5,,604-522-4306,,-1,Royal City Musical Theatre is the musical theatre company prized for entertainment excellence and praised for entertainment value.,Organizations,-122.927250126851,49.2148007771301
